"time","player_uuid","player_name","shop_uuid","shop_type","shop_world","shop_x","shop_y","shop_z","shop_owner_uuid","shop_owner_name","item1_type","item1_amount","item1_metadata","item2_type","item2_amount","item2_metadata","result_item_type","result_item_amount","result_item_metadata","trade_count"
"12:47:59","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","8d717d0d-ef61-4218-a230-f9bf7a5adb48","trade","gmgame","-292","85","-21","bd5694a8-239c-4b38-9a79-e3637f7e5084","Niksa_Viento","DEEPSLATE_DIAMOND_ORE","48","{v: 3120}","","","","MAGENTA_SHULKER_BOX","1","{v: 3120, meta: {==: ItemMeta, meta-type: TILE_ENTITY, display-name: '{""extra"":[{""bold"":false,""italic"":false,""underlined"":false,""strikethrough"":false,""obfuscated"":false,""color"":""#B3006B"",""text"":""Набор «Палитра». NMB™""}],""text"":""""}', internal: H4sIAAAAAAAA/3XUTU/DMAwG4GxssBUY+96Af8IJMXHgDPfKTbM0NE2qNFXpv4cpTJ1k9/7YemU7iRiL2OxNW56/G698+wVywoYqZZtCGcEdHP1LldU6Fy5O7M+UjT+8KKqIMfY8YKNPbT0LBYuuwIk0TlsxYOODrY1/Zf9yEOS6k9aBkYLEQ4RbobVtSHwV8LLDWhV031Ggq45KJ4Qh7Ri15S3Q9DrQ/WUCmfk40TWd4wb17qUTNIqydqWm8RTtrwApjAdSRyhFqUxO0ls0uCZTng5x1zMN6aAlC+5Rjl46QzkSDZzO/ICtsw29wTm646MAnwmH5CLI2UVXa3PEloHtOpaCy2MLeVwpac5+fvYr/PJKV3NB6zWaWG/jDbqfRDme0XiLUnzXRuqeFDukgQNXQOs90g248u+3IPVj0NuLmzi9/9N9VsDRuJ/Q/pBk7Bd1FF6v8QQAAA==, blockMaterial: MAGENTA_SHULKER_BOX}}","1"
"12:48:25","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","8b068912-15a9-400d-b412-d4c2bc57fdd4","trade","gmgame","-337","84","-37","bd5694a8-239c-4b38-9a79-e3637f7e5084","Niksa_Viento","DEEPSLATE_DIAMOND_ORE","2","{v: 3120}","","","","GLOW_BERRIES","64","{v: 3120}","1"
"12:48:40","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","8b068912-15a9-400d-b412-d4c2bc57fdd4","trade","gmgame","-337","84","-37","bd5694a8-239c-4b38-9a79-e3637f7e5084","Niksa_Viento","DEEPSLATE_DIAMOND_ORE","2","{v: 3120}","","","","GLOW_LICHEN","32","{v: 3120}","4"
"12:50:55","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","12","{v: 3120}","","","","ENCHANTED_BOOK","1","{v: 3120, meta: {==: ItemMeta, meta-type: ENCHANTED, stored-enchants: {SWIFT_SNEAK: 3}}}","3"
"12:52:09","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","27296adf-23af-4912-876e-35500f02fc17","trade","gmgame","-361","78","56","52e62b5f-f20c-464e-a722-22c064fbe049","_Kerubifi_","DEEPSLATE_DIAMOND_ORE","12","{v: 3120}","","","","NETHERITE_INGOT","1","{v: 3120}","6"
"12:59:23","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","8d717d0d-ef61-4218-a230-f9bf7a5adb48","trade","gmgame","-292","85","-21","bd5694a8-239c-4b38-9a79-e3637f7e5084","Niksa_Viento","DEEPSLATE_DIAMOND_ORE","64","{v: 3120}","","","","RED_SHULKER_BOX","1","{v: 3120, meta: {==: ItemMeta, meta-type: TILE_ENTITY, display-name: '{""extra"":[{""bold"":false,""italic"":false,""underlined"":false,""strikethrough"":false,""obfuscated"":false,""color"":""#B10000"",""text"":"" Золотые яблочки. Viento™""}],""text"":""""}', internal: H4sIAAAAAAAA/5XLOQ6CQAAF0A+CAu4LuN3EymgsrLUnCCMSBobAkOjtLTSx9ffveYCH0UGqOD+VOtOva5Q6MLMEfpGVIq6ju941j1bmog5v6unCPmtRNB6ArQHrIpXGJwS/kCqZiDKMqkoKA/ZRtaXe48sNjpsc73Dc4rjN8S7Hexx3OO5y3ON4n+MDjg85PuL4mOMTjk85PuP4nOMLjvscDzi+5PiK42uOb/7kwBtXWlNZNAUAAA==, blockMaterial: RED_SHULKER_BOX}}","1"
"13:02:28","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","b9b298b7-0f85-4f72-91b3-43b49b35903c","trade","gmgame","-217","94","63","456163f7-bca4-4a3d-b4dd-39cbfab49e86","ytka_sorry_t9","DEEPSLATE_DIAMOND_ORE","10","{v: 3120}","","","","DRAGON_HEAD","1","{v: 3120}","1"
"13:03:55","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","4d4b4122-72f9-4dce-9767-b1e0ed0048c9","trade","gmgame","-451","67","42","6e0b1201-33be-4bfc-a937-b3d112db6eef","ChancellorIkseew","DEEPSLATE_DIAMOND_ORE","1","{v: 3120}","","","","DRAGON_BREATH","16","{v: 3120}","2"
"13:34:07","83266e5e-22ef-413f-96db-5bb7a9adeeae","HuDreY","27296adf-23af-4912-876e-35500f02fc17","trade","gmgame","-361","78","56","52e62b5f-f20c-464e-a722-22c064fbe049","_Kerubifi_","DEEPSLATE_DIAMOND_ORE","12","{v: 3120}","","","","NETHERITE_INGOT","1","{v: 3120}","6"
"16:07:59","ad25da80-6c4e-36f6-8c5e-2e582d8a6a07","Tifler","574ab1b5-f6f2-455b-87a1-b1489ba42d96","trade","gmgame","-198","84","53","227622ed-5a18-45b0-868e-0c4fb54fb342","Vonderan","DEEPSLATE_DIAMOND_ORE","3","{v: 3120}","","","","EMERALD_BLOCK","64","{v: 3120}","2"
"18:45:37","7e3ed6e5-8b51-4365-8347-535d060001a4","UTKNSS","c8a1755e-3834-475f-9881-ed66af558129","trade","gmgame","-385","81","19","456163f7-bca4-4a3d-b4dd-39cbfab49e86","ytka_sorry_t9","SHULKER_BOX","1","{v: 3120, meta: {==: ItemMeta, meta-type: TILE_ENTITY, internal: H4sIAAAAAAAA/43Uyw7BYBQE4Pm1pRfqWtc3sRKNhYVEwoqFVFs0vSX1S/D0KizszOJkJplvfUzAhD1Pcj9eZDKSj613NqAtZZheTQATAXWT5BICmpvfMjnTUYkC2GmUhX7hneT06mUBvkxwrMIxhWMqxzSOVTlW45jOMYNjJscsjtU51uCYzbEmx1oca3Osw7Eux3occzjW59iAY0OOjTg2/sMUiEf5JPBZnZ/1ckvisDgc83tpnm9T5h2fYrmr5dzz43V5wW6/wQvBJikLhgQAAA==, blockMaterial: SHULKER_BOX}}","","","","DEEPSLATE_DIAMOND_ORE","8","{v: 3120}","1"
