"time","player_uuid","player_name","shop_uuid","shop_type","shop_world","shop_x","shop_y","shop_z","shop_owner_uuid","shop_owner_name","item1_type","item1_amount","item1_metadata","item2_type","item2_amount","item2_metadata","result_item_type","result_item_amount","result_item_metadata","trade_count"
"01:52:52","132c2bc8-14ee-4497-aafd-312a4f19c6fe","Krogut","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","12","{v: 3105}","","","","ENCHANTED_BOOK","1","{v: 3105, meta: {==: ItemMeta, meta-type: ENCHANTED, stored-enchants: {SWIFT_SNEAK: 3}}}","1"
"03:25:49","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","4d4b4122-72f9-4dce-9767-b1e0ed0048c9","trade","gmgame","-451","67","42","6e0b1201-33be-4bfc-a937-b3d112db6eef","ChancellorIkseew","DEEPSLATE_DIAMOND_ORE","1","{v: 3105}","","","","NAUTILUS_SHELL","16","{v: 3105}","3"
"03:25:57","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","4d4b4122-72f9-4dce-9767-b1e0ed0048c9","trade","gmgame","-451","67","42","6e0b1201-33be-4bfc-a937-b3d112db6eef","ChancellorIkseew","DEEPSLATE_DIAMOND_ORE","1","{v: 3105}","","","","NAUTILUS_SHELL","16","{v: 3105}","3"
"03:26:12","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","4d4b4122-72f9-4dce-9767-b1e0ed0048c9","trade","gmgame","-451","67","42","6e0b1201-33be-4bfc-a937-b3d112db6eef","ChancellorIkseew","DEEPSLATE_DIAMOND_ORE","1","{v: 3105}","","","","GHAST_TEAR","32","{v: 3105}","3"
"03:26:24","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","4d4b4122-72f9-4dce-9767-b1e0ed0048c9","trade","gmgame","-451","67","42","6e0b1201-33be-4bfc-a937-b3d112db6eef","ChancellorIkseew","DEEPSLATE_DIAMOND_ORE","1","{v: 3105}","","","","GHAST_TEAR","32","{v: 3105}","1"
"13:26:05","95bf4ad1-bd49-4261-9690-39dd8c733796","roy_frost","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","1","{v: 3105}","","","","SHULKER_SHELL","2","{v: 3105}","2"
"13:38:35","0ad668f3-dac3-4741-878a-5e57193f7eda","SolyankaXD","526a7f2b-c457-4ca3-98e2-5027fcbc97ed","trade","gmgame","-189","69","-92","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","DEEPSLATE_DIAMOND_ORE","39","{v: 3105}","","","","DIAMOND_LEGGINGS","1","{v: 3105, meta: {==: ItemMeta, meta-type: UNSPECIFIC, enchants: {MENDING: 1, PROTECTION_ENVIRONMENTAL: 4, SWIFT_SNEAK: 3, DURABILITY: 3}, repair-cost: 7}}","1"
"13:38:40","0ad668f3-dac3-4741-878a-5e57193f7eda","SolyankaXD","526a7f2b-c457-4ca3-98e2-5027fcbc97ed","trade","gmgame","-189","69","-92","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","DEEPSLATE_DIAMOND_ORE","39","{v: 3105}","","","","DIAMOND_LEGGINGS","1","{v: 3105, meta: {==: ItemMeta, meta-type: UNSPECIFIC, enchants: {MENDING: 1, PROTECTION_ENVIRONMENTAL: 4, SWIFT_SNEAK: 3, DURABILITY: 3}, repair-cost: 7}}","1"
"13:39:05","0ad668f3-dac3-4741-878a-5e57193f7eda","SolyankaXD","526a7f2b-c457-4ca3-98e2-5027fcbc97ed","trade","gmgame","-189","69","-92","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","DEEPSLATE_DIAMOND_ORE","39","{v: 3105}","","","","DIAMOND_LEGGINGS","1","{v: 3105, meta: {==: ItemMeta, meta-type: UNSPECIFIC, enchants: {MENDING: 1, PROTECTION_ENVIRONMENTAL: 4, SWIFT_SNEAK: 3, DURABILITY: 3}, repair-cost: 7}}","1"
"13:41:38","0ad668f3-dac3-4741-878a-5e57193f7eda","SolyankaXD","526a7f2b-c457-4ca3-98e2-5027fcbc97ed","trade","gmgame","-189","69","-92","e7fddd2d-6a2b-4d00-a247-687037f23d76","gerhugwsif","DEEPSLATE_DIAMOND_ORE","40","{v: 3105}","","","","DIAMOND_LEGGINGS","1","{v: 3105, meta: {==: ItemMeta, meta-type: UNSPECIFIC, enchants: {MENDING: 1, PROTECTION_ENVIRONMENTAL: 4, SWIFT_SNEAK: 3, THORNS: 3, DURABILITY: 3}, repair-cost: 15}}","1"
