"time","player_uuid","player_name","shop_uuid","shop_type","shop_world","shop_x","shop_y","shop_z","shop_owner_uuid","shop_owner_name","item1_type","item1_amount","item1_metadata","item2_type","item2_amount","item2_metadata","result_item_type","result_item_amount","result_item_metadata","trade_count"
"09:04:18","2e182254-5577-44a8-9411-e5a1f8d9d9d5","Kurtochacov75","c01f50d0-5dda-43ac-aff7-c08a75b6e37e","trade","gmgame","-262","80","50","62c6b0b9-4b96-4797-b69e-7134f82c291a","TheMuvin","DEEPSLATE_DIAMOND_ORE","3","{v: 2975}","","","","EMERALD_BLOCK","64","{v: 2975}","1"
"09:42:36","2e182254-5577-44a8-9411-e5a1f8d9d9d5","Kurtochacov75","574ab1b5-f6f2-455b-87a1-b1489ba42d96","trade","gmgame","-198","84","53","227622ed-5a18-45b0-868e-0c4fb54fb342","Vonderan","DEEPSLATE_DIAMOND_ORE","12","{v: 2975}","","","","NETHERITE_INGOT","1","{v: 2975}","2"
"11:20:10","227622ed-5a18-45b0-868e-0c4fb54fb342","Vonderan","bd776fc6-fd01-4253-a4eb-01e5c3a6a700","trade","gmgame","-227","72","-13","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","SHULKER_BOX","1","{v: 2975, meta: {==: ItemMeta, meta-type: TILE_ENTITY, internal: H4sIAAAAAAAA/43Luw6CMAAF0AtShar4xOefOBmNg7PuBqEqAdoESqJ/76CDm3c/RwIS4a4wSX7QNrOvc3z34WYpojLTKqnim93Uj6bIVXW5mmcAcbSqrCWAtQPvVBiLTwh/QqxTB2JvGm23+DKHYy7HWhzzOCY41uZYh2M+xwKOSY51OdbjWJ9jIccGHBtybMSxMccmHJtyLOLYjGNzji04tuTY6g8D3oxWCD5cBAAA, blockMaterial: SHULKER_BOX}}","","","","DEEPSLATE_DIAMOND_ORE","10","{v: 2975}","3"
"12:04:17","6891cb86-11c0-40de-9b3a-4131a76d1d88","amiminadi","3408bc3b-5c80-4b27-bfe2-112b45667ee8","trade","gmgame","-196","89","15","295c473d-8e7b-4dc3-ab8a-a8d57693e54f","Blackirita","DEEPSLATE_DIAMOND_ORE","2","{v: 2975}","","","","TOTEM_OF_UNDYING","1","{v: 2975}","2"
"12:15:25","227622ed-5a18-45b0-868e-0c4fb54fb342","Vonderan","c01f50d0-5dda-43ac-aff7-c08a75b6e37e","trade","gmgame","-262","80","50","62c6b0b9-4b96-4797-b69e-7134f82c291a","TheMuvin","DEEPSLATE_DIAMOND_ORE","3","{v: 2975}","","","","EMERALD_BLOCK","64","{v: 2975}","6"
"13:07:05","bd159032-74cc-44ee-b135-575a70f420ad","Evgen51","79110767-3022-41f4-b7ae-c59ce497b6bc","trade","gmgame","-277","72","21","62c6b0b9-4b96-4797-b69e-7134f82c291a","TheMuvin","DIAMOND_ORE","1","{v: 2975}","","","","HONEYCOMB","16","{v: 2975}","1"
"13:08:48","bd159032-74cc-44ee-b135-575a70f420ad","Evgen51","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","2","{v: 2975}","","","","SHULKER_SHELL","10","{v: 2975}","1"
"13:08:59","bd159032-74cc-44ee-b135-575a70f420ad","Evgen51","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","2","{v: 2975}","","","","SHULKER_SHELL","10","{v: 2975}","3"
"13:09:11","bd159032-74cc-44ee-b135-575a70f420ad","Evgen51","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","2","{v: 2975}","","","","SHULKER_SHELL","10","{v: 2975}","1"
"13:11:05","bd159032-74cc-44ee-b135-575a70f420ad","Evgen51","a1b70151-6bb1-4298-9817-764389754929","trade","gmgame","-406","70","45","608be80e-023c-4cbc-9199-f3f37a044a23","Glebo4ko","DEEPSLATE_DIAMOND_ORE","10","{v: 2975}","","","","LODESTONE","1","{v: 2975}","2"
"15:48:19","d7621667-4c72-4dab-bd28-bb4d59ede906","_YOtosakaY_","fcb22039-2855-4735-81d5-0705adbe3b1f","trade","gmgame","-265","95","10","256862c0-2159-450c-a26d-08a0565d8f2e","Jean_Viento","SHULKER_BOX","1","{v: 2975, meta: {==: ItemMeta, meta-type: TILE_ENTITY, internal: H4sIAAAAAAAA/43Luw6CMAAF0AtShar4xOefOBmNg7PuBqEqAdoESqJ/76CDm3c/RwIS4a4wSX7QNrOvc3z34WYpojLTKqnim93Uj6bIVXW5mmcAcbSqrCWAtQPvVBiLTwh/QqxTB2JvGm23+DKHYy7HWhzzOCY41uZYh2M+xwKOSY51OdbjWJ9jIccGHBtybMSxMccmHJtyLOLYjGNzji04tuTY6g8D3oxWCD5cBAAA, blockMaterial: SHULKER_BOX}}","","","","SHULKER_BOX","1","{v: 2975, meta: {==: ItemMeta, meta-type: TILE_ENTITY, internal: H4sIAAAAAAAA/0XLsQ6CMBQF0FsiCXRgc/Y/HCUMzro3lT61oe0z7WuCfy8Jg2c/GtAYLoHnZUri5Xu3rw6NdzhGn2jO9inn8q5hoWwevPZor0KxaABK4XALLNjD6R8c0acEK2Sct5GTM5xJoR25Jum2+gP553oydwAAAA==, blockMaterial: SHULKER_BOX}}","2"
"15:50:01","d7621667-4c72-4dab-bd28-bb4d59ede906","_YOtosakaY_","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","2","{v: 2975}","","","","SHULKER_SHELL","10","{v: 2975}","1"
"16:01:08","1f9f8017-b7c1-42bf-b6e8-bce44de1192a","Zombig10","5c4f4f4a-9420-48b7-9861-f0a907666d06","trade","gmgame","-392","74","72","e213ba3b-8dc6-4963-8dcc-1ce28c590f9c","SoftPanda3","DEEPSLATE_DIAMOND_ORE","64","{v: 2975}","DEEPSLATE_DIAMOND_ORE","6","{v: 2975}","ELYTRA","1","{v: 2975, meta: {==: ItemMeta, meta-type: UNSPECIFIC, enchants: {MENDING: 1, DURABILITY: 3}, repair-cost: 3}}","1"
"16:23:26","d4f7c0a7-9364-42c2-a804-feb08efcc60d","wanier680","1d7487f2-b7e5-44da-9cc7-569873e72fa8","trade","gmgame","-268","105","77","295c473d-8e7b-4dc3-ab8a-a8d57693e54f","Blackirita","DEEPSLATE_DIAMOND_ORE","1","{v: 2975}","","","","SPLASH_POTION","1","{v: 2975, meta: {==: ItemMeta, meta-type: POTION, display-name: '{""extra"":[{""bold"":false,""italic"":false,""underlined"":false,""strikethrough"":false,""obfuscated"":false,""color"":""gold"",""text"":""Взрывной эликсир огнестойкости""}],""text"":""""}', potion-type: 'minecraft:long_fire_resistance'}}","5"
"16:23:36","d4f7c0a7-9364-42c2-a804-feb08efcc60d","wanier680","1d7487f2-b7e5-44da-9cc7-569873e72fa8","trade","gmgame","-268","105","77","295c473d-8e7b-4dc3-ab8a-a8d57693e54f","Blackirita","DEEPSLATE_DIAMOND_ORE","1","{v: 2975}","","","","SPLASH_POTION","1","{v: 2975, meta: {==: ItemMeta, meta-type: POTION, display-name: '{""extra"":[{""bold"":false,""italic"":false,""underlined"":false,""strikethrough"":false,""obfuscated"":false,""color"":""dark_purple"",""text"":""Зелье слабости""}],""text"":""""}', potion-type: 'minecraft:weakness'}}","2"
